seed,family,variant,layer,layers,l2_vs_baseline,mean_abs_vs_baseline,max_abs_vs_baseline,allclose_vs_baseline,num_outputs
1,ca_output_perturbation,layer_06_ca_alpha_0p0,6,,122.67835998535156,0.009335643611848354,15.096213340759277,False,
1,ca_output_perturbation,layer_07_ca_alpha_0p0,7,,76.52999114990234,0.005041326396167278,14.672290802001953,False,
1,ca_output_perturbation,layer_08_ca_alpha_0p0,8,,164.1682891845703,0.019427688792347908,15.216466903686523,False,
1,ca_output_perturbation,layer_09_ca_alpha_0p0,9,,128.91561889648438,0.010296467691659927,14.77550220489502,False,
1,ca_output_perturbation,layer_10_ca_alpha_0p0,10,,355.973876953125,0.06242446228861809,24.913476943969727,False,
1,ca_output_perturbation,layer_11_ca_alpha_0p0,11,,329.16961669921875,0.05198373273015022,19.13421630859375,False,
1,ca_output_perturbation,layer_12_ca_alpha_0p0,12,,1325.0228271484375,0.36453330516815186,39.270050048828125,False,
1,ca_output_perturbation,layer_13_ca_alpha_0p0,13,,981.0408935546875,0.2515698969364166,41.4051513671875,False,
1,ca_output_perturbation,layer_14_ca_alpha_0p0,14,,1034.231201171875,0.29174530506134033,37.758949279785156,False,
1,ca_output_perturbation,layer_15_ca_alpha_0p0,15,,824.051513671875,0.21440482139587402,37.839805603027344,False,
1,ca_output_perturbation,layer_16_ca_alpha_0p0,16,,110.8770980834961,0.009722528047859669,15.106342315673828,False,
1,ca_output_perturbation,layer_17_ca_alpha_0p0,17,,119.27049255371094,0.007049597334116697,15.10770034790039,False,
1,cfg_hidden_replacement,layer_00_hidden_cond_to_uncond,0,,1390.0791015625,0.3765918016433716,39.48903274536133,False,
1,cfg_hidden_replacement,layer_01_hidden_cond_to_uncond,1,,1768.871337890625,0.4959544539451599,53.149314880371094,False,
1,cfg_hidden_replacement,layer_02_hidden_cond_to_uncond,2,,1199.4051513671875,0.283590167760849,48.221309661865234,False,
1,cfg_hidden_replacement,layer_03_hidden_cond_to_uncond,3,,1308.960205078125,0.3228861391544342,38.50769805908203,False,
1,cfg_hidden_replacement,layer_04_hidden_cond_to_uncond,4,,644.12646484375,0.10271378606557846,29.8461856842041,False,
1,cfg_hidden_replacement,layer_05_hidden_cond_to_uncond,5,,658.372314453125,0.10547913610935211,29.786907196044922,False,
1,cfg_hidden_replacement,layer_06_hidden_cond_to_uncond,6,,182.64805603027344,0.019821058958768845,15.450239181518555,False,
1,cfg_hidden_replacement,layer_07_hidden_cond_to_uncond,7,,171.2288055419922,0.018908770754933357,14.675126075744629,False,
1,cfg_hidden_replacement,layer_08_hidden_cond_to_uncond,8,,246.1072540283203,0.03229711949825287,15.390596389770508,False,
1,cfg_hidden_replacement,layer_09_hidden_cond_to_uncond,9,,260.7964172363281,0.036244023591279984,15.342412948608398,False,
1,cfg_hidden_replacement,layer_10_hidden_cond_to_uncond,10,,754.5348510742188,0.1313231736421585,28.537858963012695,False,
1,cfg_hidden_replacement,layer_11_hidden_cond_to_uncond,11,,815.339111328125,0.14962103962898254,32.3480339050293,False,
1,cfg_hidden_replacement,layer_12_hidden_cond_to_uncond,12,,1724.6256103515625,0.4556957185268402,97.81956481933594,False,
1,cfg_hidden_replacement,layer_13_hidden_cond_to_uncond,13,,1807.93798828125,0.4789721667766571,91.904052734375,False,
1,cfg_hidden_replacement,layer_14_hidden_cond_to_uncond,14,,2420.662109375,0.7468374371528625,61.47608184814453,False,
1,cfg_hidden_replacement,layer_15_hidden_cond_to_uncond,15,,2606.879638671875,0.81794673204422,61.6339225769043,False,
1,cfg_hidden_replacement,layer_16_hidden_cond_to_uncond,16,,149.18348693847656,0.01470615528523922,15.732388496398926,False,
1,cfg_hidden_replacement,layer_17_hidden_cond_to_uncond,17,,179.16159057617188,0.01792660355567932,20.32927703857422,False,
2,baseline,baseline,,,,,,,64
2,noop,noop_ca_all_layers_alpha_1,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",0.0,0.0,0.0,True,
2,noop,noop_hidden_hook_all_layers_disabled,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",0.0,0.0,0.0,True,
2,positive_control,positive_control_ca_all_layers_alpha_0p0,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",2592.416259765625,0.8044414520263672,79.15420532226562,False,
2,positive_control,positive_control_hidden_replace_all_layers,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",2592.416259765625,0.8044414520263672,79.15420532226562,False,
2,ca_output_perturbation,layer_00_ca_alpha_0p0,0,,1342.57275390625,0.3615058958530426,71.47853088378906,False,
2,ca_output_perturbation,layer_01_ca_alpha_0p0,1,,1164.9268798828125,0.30489277839660645,75.56551361083984,False,
2,ca_output_perturbation,layer_02_ca_alpha_0p0,2,,702.2720336914062,0.17464609444141388,36.63810729980469,False,
2,ca_output_perturbation,layer_03_ca_alpha_0p0,3,,546.9844360351562,0.1242331862449646,26.22541618347168,False,
2,ca_output_perturbation,layer_04_ca_alpha_0p0,4,,198.20968627929688,0.025869201868772507,18.780261993408203,False,
2,ca_output_perturbation,layer_05_ca_alpha_0p0,5,,117.55023193359375,0.013660267926752567,15.097204208374023,False,
2,ca_output_perturbation,layer_06_ca_alpha_0p0,6,,83.0259017944336,0.006500086281448603,15.180248260498047,False,
2,ca_output_perturbation,layer_07_ca_alpha_0p0,7,,62.45939636230469,0.004332269076257944,15.283498764038086,False,
2,ca_output_perturbation,layer_08_ca_alpha_0p0,8,,153.37948608398438,0.017943477258086205,14.757797241210938,False,
2,ca_output_perturbation,layer_09_ca_alpha_0p0,9,,77.92784881591797,0.007501183543354273,14.696249961853027,False,
2,ca_output_perturbation,layer_10_ca_alpha_0p0,10,,281.8236999511719,0.051305610686540604,15.602554321289062,False,
2,ca_output_perturbation,layer_11_ca_alpha_0p0,11,,331.1991882324219,0.05535801500082016,32.80009460449219,False,
2,ca_output_perturbation,layer_12_ca_alpha_0p0,12,,1184.2979736328125,0.340854674577713,58.55653381347656,False,
2,ca_output_perturbation,layer_13_ca_alpha_0p0,13,,763.4369506835938,0.20718985795974731,24.7105655670166,False,
2,ca_output_perturbation,layer_14_ca_alpha_0p0,14,,864.7395629882812,0.24618428945541382,31.081911087036133,False,
2,ca_output_perturbation,layer_15_ca_alpha_0p0,15,,730.4887084960938,0.19757583737373352,56.24641418457031,False,
2,ca_output_perturbation,layer_16_ca_alpha_0p0,16,,121.86802673339844,0.009987671859562397,15.089151382446289,False,
2,ca_output_perturbation,layer_17_ca_alpha_0p0,17,,140.3145294189453,0.007321573793888092,14.57947826385498,False,
2,cfg_hidden_replacement,layer_00_hidden_cond_to_uncond,0,,1342.57275390625,0.3615058958530426,71.47853088378906,False,
2,cfg_hidden_replacement,layer_01_hidden_cond_to_uncond,1,,1807.0491943359375,0.49203482270240784,148.39073181152344,False,
2,cfg_hidden_replacement,layer_02_hidden_cond_to_uncond,2,,1121.01171875,0.2769436836242676,40.86210632324219,False,
2,cfg_hidden_replacement,layer_03_hidden_cond_to_uncond,3,,1192.0364990234375,0.31047290563583374,48.24633026123047,False,
2,cfg_hidden_replacement,layer_04_hidden_cond_to_uncond,4,,508.767333984375,0.08752979338169098,19.928272247314453,False,
2,cfg_hidden_replacement,layer_05_hidden_cond_to_uncond,5,,509.8855895996094,0.08865659683942795,19.518352508544922,False,
2,cfg_hidden_replacement,layer_06_hidden_cond_to_uncond,6,,159.84324645996094,0.01705043390393257,15.170476913452148,False,
2,cfg_hidden_replacement,layer_07_hidden_cond_to_uncond,7,,150.56163024902344,0.01641334593296051,15.175872802734375,False,
2,cfg_hidden_replacement,layer_08_hidden_cond_to_uncond,8,,245.93344116210938,0.0305066779255867,15.088379859924316,False,
2,cfg_hidden_replacement,layer_09_hidden_cond_to_uncond,9,,256.90045166015625,0.0333704948425293,15.097808837890625,False,
2,cfg_hidden_replacement,layer_10_hidden_cond_to_uncond,10,,575.1201782226562,0.10708042979240417,19.511507034301758,False,
2,cfg_hidden_replacement,layer_11_hidden_cond_to_uncond,11,,652.430908203125,0.12606747448444366,19.68029022216797,False,
2,cfg_hidden_replacement,layer_12_hidden_cond_to_uncond,12,,1597.179443359375,0.44347772002220154,55.272796630859375,False,
2,cfg_hidden_replacement,layer_13_hidden_cond_to_uncond,13,,1698.1737060546875,0.47136878967285156,52.1303596496582,False,
2,cfg_hidden_replacement,layer_14_hidden_cond_to_uncond,14,,2398.83544921875,0.7170043587684631,66.54730987548828,False,
2,cfg_hidden_replacement,layer_15_hidden_cond_to_uncond,15,,2592.416259765625,0.8044414520263672,79.15420532226562,False,
2,cfg_hidden_replacement,layer_16_hidden_cond_to_uncond,16,,154.58326721191406,0.01430769357830286,15.146577835083008,False,
2,cfg_hidden_replacement,layer_17_hidden_cond_to_uncond,17,,199.91232299804688,0.01742054708302021,15.141973495483398,False,
