seed,family,variant,layer,layers,l2_vs_baseline,mean_abs_vs_baseline,max_abs_vs_baseline,allclose_vs_baseline,num_outputs
0,baseline,baseline,,,,,,,64
0,noop,noop_ca_all_layers_alpha_1,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.0,0.0,0.0,True,
0,noop,noop_hidden_hook_all_layers_disabled,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.0,0.0,0.0,True,
0,positive_control,positive_control_ca_all_layers_alpha_0p0,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",3274.310302734375,0.7737954258918762,44.10967254638672,False,
0,positive_control,positive_control_hidden_replace_all_layers,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",3247.24658203125,0.7603785395622253,43.99354934692383,False,
0,ca_output_perturbation,layer_00_ca_alpha_0p0,0,,813.31396484375,0.13392697274684906,30.693607330322266,False,
0,ca_output_perturbation,layer_01_ca_alpha_0p0,1,,1200.5313720703125,0.18959134817123413,48.88335418701172,False,
0,ca_output_perturbation,layer_02_ca_alpha_0p0,2,,1364.8382568359375,0.2216278612613678,44.32178497314453,False,
0,ca_output_perturbation,layer_03_ca_alpha_0p0,3,,1243.75,0.18740685284137726,37.00266647338867,False,
0,ca_output_perturbation,layer_04_ca_alpha_0p0,4,,1025.38818359375,0.1499183028936386,39.176414489746094,False,
0,ca_output_perturbation,layer_05_ca_alpha_0p0,5,,1184.82373046875,0.17414431273937225,39.47956848144531,False,
0,ca_output_perturbation,layer_06_ca_alpha_0p0,6,,862.1241455078125,0.12499959021806717,24.280029296875,False,
0,ca_output_perturbation,layer_07_ca_alpha_0p0,7,,1004.0831298828125,0.15020450949668884,51.74004364013672,False,
0,ca_output_perturbation,layer_08_ca_alpha_0p0,8,,1164.0142822265625,0.18556465208530426,50.240570068359375,False,
0,ca_output_perturbation,layer_09_ca_alpha_0p0,9,,1095.629150390625,0.1643397957086563,39.691017150878906,False,
0,ca_output_perturbation,layer_10_ca_alpha_0p0,10,,1541.2623291015625,0.2557664215564728,38.5113525390625,False,
0,ca_output_perturbation,layer_11_ca_alpha_0p0,11,,1026.2293701171875,0.15852002799510956,25.41983985900879,False,
0,ca_output_perturbation,layer_12_ca_alpha_0p0,12,,1270.2933349609375,0.19845063984394073,40.73825454711914,False,
0,ca_output_perturbation,layer_13_ca_alpha_0p0,13,,934.9473266601562,0.13418695330619812,55.605995178222656,False,
0,ca_output_perturbation,layer_14_ca_alpha_0p0,14,,1409.70263671875,0.2264411896467209,46.830841064453125,False,
0,ca_output_perturbation,layer_15_ca_alpha_0p0,15,,1148.6839599609375,0.21534201502799988,49.9433479309082,False,
0,cfg_hidden_replacement,layer_00_hidden_cond_to_uncond,0,,856.5254516601562,0.14039446413516998,37.69683837890625,False,
0,cfg_hidden_replacement,layer_01_hidden_cond_to_uncond,1,,1421.2718505859375,0.2535697817802429,43.026206970214844,False,
0,cfg_hidden_replacement,layer_02_hidden_cond_to_uncond,2,,1871.3270263671875,0.3403269946575165,46.59657669067383,False,
0,cfg_hidden_replacement,layer_03_hidden_cond_to_uncond,3,,1978.287109375,0.36696165800094604,46.373077392578125,False,
0,cfg_hidden_replacement,layer_04_hidden_cond_to_uncond,4,,2041.8963623046875,0.3863491714000702,41.108436584472656,False,
0,cfg_hidden_replacement,layer_05_hidden_cond_to_uncond,5,,2086.494384765625,0.39880794286727905,53.30949401855469,False,
0,cfg_hidden_replacement,layer_06_hidden_cond_to_uncond,6,,2112.1630859375,0.40716156363487244,59.77204895019531,False,
0,cfg_hidden_replacement,layer_07_hidden_cond_to_uncond,7,,2158.157958984375,0.4177279472351074,43.494422912597656,False,
0,cfg_hidden_replacement,layer_08_hidden_cond_to_uncond,8,,2245.093994140625,0.4412674605846405,59.61469650268555,False,
0,cfg_hidden_replacement,layer_09_hidden_cond_to_uncond,9,,2293.43505859375,0.45319733023643494,53.465919494628906,False,
0,cfg_hidden_replacement,layer_10_hidden_cond_to_uncond,10,,2358.6162109375,0.47814974188804626,50.384864807128906,False,
0,cfg_hidden_replacement,layer_11_hidden_cond_to_uncond,11,,2428.46337890625,0.5002895593643188,59.95032501220703,False,
0,cfg_hidden_replacement,layer_12_hidden_cond_to_uncond,12,,2550.451171875,0.5290591716766357,63.94960021972656,False,
0,cfg_hidden_replacement,layer_13_hidden_cond_to_uncond,13,,2629.928466796875,0.5631548762321472,42.86359786987305,False,
0,cfg_hidden_replacement,layer_14_hidden_cond_to_uncond,14,,2608.75830078125,0.5608280897140503,40.00248718261719,False,
0,cfg_hidden_replacement,layer_15_hidden_cond_to_uncond,15,,3247.24658203125,0.7603785395622253,43.99354934692383,False,
1,baseline,baseline,,,,,,,64
1,noop,noop_ca_all_layers_alpha_1,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.0,0.0,0.0,True,
1,noop,noop_hidden_hook_all_layers_disabled,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.0,0.0,0.0,True,
1,positive_control,positive_control_ca_all_layers_alpha_0p0,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",3487.928955078125,0.7838093638420105,229.76576232910156,False,
1,positive_control,positive_control_hidden_replace_all_layers,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",3360.816162109375,0.771824836730957,67.35295104980469,False,
1,ca_output_perturbation,layer_00_ca_alpha_0p0,0,,976.8797607421875,0.14065051078796387,34.36375045776367,False,
