status	path	source_url	original_logged_bytes	overcompressed_bytes	downloaded_bytes	final_bytes	method	reason
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_2024/A_Free_space_Diffraction_BSDF.pdf	https://dl.acm.org/doi/pdf/10.1145/3658166	142070554	3254418	75119739			"pdfinfo failed: Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't read xref table"
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Alignable_Lamella_Gridshells.pdf	https://dl.acm.org/doi/pdf/10.1145/3687898	140926160	985141	71366836			"pdfinfo failed: Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't read xref table"
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Example_Based_Feature_Painting_on_Textures.pdf	https://dl.acm.org/doi/pdf/10.1145/3763301	135587363	7366948	40201820			"pdfinfo failed: Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't read xref table"
download_invalid	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Automatic_Sampling_for_Discontinuities_in_Differentiable_Shaders.pdf	https://dl.acm.org/doi/pdf/10.1145/3763291	133438601	3233657	40643767			"pdfinfo failed: Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't read xref table"
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2022/Grid_free_Monte_Carlo_for_PDEs_With_Spatially_Varying_Coefficients.pdf	https://dl.acm.org/doi/pdf/10.1145/3528223.3530134	130892024	3859585	130892024	9610941	gs-600dpi-q100; 9.17MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Interactive_exploration_of_tension_compression_mixed_shells.pdf	https://dl.acm.org/doi/pdf/10.1145/3550454.3555438	130078026	1411567	130078026	5471336	gs-600dpi-q100; 5.22MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2022/Joint_Neural_Phase_Retrieval_and_Compression_for_Energy_and_Computation_efficient_Holography_on_the_Edge.pdf	https://dl.acm.org/doi/pdf/10.1145/3528223.3530070	127612052	1310548	127612052	7047043	gs-600dpi-q100; 6.72MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2023/In_Timestep_Remeshing_for_Contacting_Elastodynamics.pdf	https://dl.acm.org/doi/pdf/10.1145/3592428	127524276	1197456	127524276	6533006	gs-600dpi-q100; 6.23MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Tencers_Tension_Constrained_Elastic_Rods.pdf	https://dl.acm.org/doi/pdf/10.1145/3687967	126040386	1517788	126040386	10679894	gs-600dpi-q100; 10.19MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Differentiable_Light_Transport_with_Gaussian_Surfels_via_Adapted_Radiosity_for_Efficient_Relighting_and_Geometry_Reconstruction.pdf	https://dl.acm.org/doi/pdf/10.1145/3763305	124042243	1557557	124042243	6402082	gs-600dpi-q100; 6.11MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2023/Winding_Numbers_on_Discrete_Surfaces.pdf	https://dl.acm.org/doi/pdf/10.1145/3592401	121565443	1993010	121565443	5854426	gs-600dpi-q100; 5.58MiB	ok
