status	path	source_url	original_logged_bytes	overcompressed_bytes	downloaded_bytes	final_bytes	method	reason
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2024/2D_Gaussian_Splatting_for_Geometrically_Accurate_Radiance_Fields.pdf	https://doi.org/10.1145/3641519.3657428	23178078	1717172	23178078	18374780	gs-600dpi-q100; 17.52MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2023/Perspective_correct_VR_Passthrough_Without_Reprojection.pdf	https://doi.org/10.1145/3588432.3591534	23063659	558925	23063659	1251503	gs-600dpi-q100; 1.19MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2024/Text_to_vector_Generation_With_Neural_Path_Representation.pdf	https://doi.org/10.1145/3658204	22974193	2128519	22974193	19197997	lossless-qpdf; 18.31MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2023/Eventfulness_for_Interactive_Video_Alignment.pdf	https://doi.org/10.1145/3592118	22640890	1586273	22640890	18617212	lossless-qpdf; 17.75MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/VET_Visual_Error_Tomography_for_Point_Cloud_Completion_and_High_Quality_Neural_Rendering.pdf	https://doi.org/10.1145/3610548.3618212	22401354	1607190	22401354	8970026	gs-600dpi-q100; 8.55MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2024/Split_and_Fit_Learning_B_Reps_via_Structure_aware_Voronoi_Partitioning.pdf	https://doi.org/10.1145/3658155	22261998	1203592	22261998	9241931	gs-600dpi-q100; 8.81MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2023/Ultra_high_Resolution_SVBRDF_Recovery_From_a_Single_Image.pdf	https://doi.org/10.1145/3593798	21873407	1167811	21873407	12084238	gs-600dpi-q100; 11.52MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/FuseSR_Super_Resolution_for_Real_time_Rendering_through_Efficient_Multi_resolution_Fusion.pdf	https://doi.org/10.1145/3610548.3618209	21733137	1800182	21733137	19308980	gs-600dpi-q100; 18.41MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2024/CLAY_A_Controllable_Large_scale_Generative_Model_for_Creating_High_quality_3D_Assets.pdf	https://doi.org/10.1145/3658146	21491766	1228483	21491766	14613709	gs-600dpi-q100; 13.94MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2024/An_Induce_on_Boundary_Magnetostatic_Solver_for_Grid_based_Ferrofluids.pdf	https://doi.org/10.1145/3658124	21471632	687780	21471632	2812147	gs-600dpi-q100; 2.68MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Shuai_et_al_Reconstructing_Close_Human_Interactions_from_Multiple_Views.pdf	https://doi.org/10.1145/3618336	21263680	1227873	21436773	6749769	gs-600dpi-q100; 6.44MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/CamP_Camera_Preconditioning_for_Neural_Radiance_Fields.pdf	https://doi.org/10.1145/3618321	21154807	846325	21154807	9266196	gs-600dpi-q100; 8.84MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/PSDR_Room_Single_Photo_to_Scene_using_Differentiable_Rendering.pdf	https://doi.org/10.1145/3610548.3618165	21027805	834671	21027805	20967197	lossless-qpdf; 20.00MiB	ok
